ocel:eid,ocel:type:A,ocel:activity,ocel:timestamp,ocel:type:O
26144,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_416846677']
26145,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_33851478']
26146,['Application_1466127021'],Create application,2023-01-03 16:00:00+00:00,[]
26147,['Application_1466127021'],Submit,2023-01-03 16:00:00+00:00,[]
26148,['Application_1466127021'],Complete,2023-01-03 16:00:00+00:00,[]
26149,['Application_1466127021'],Accept,2023-01-03 16:00:00+00:00,[]
26150,['Application_1466127021'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1913861016']
26151,['Application_1466127021'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1261151597']
26152,[],Send,2023-01-03 16:00:00+00:00,['Offer_1913861016']
26153,[],Call,2023-01-03 16:00:00+00:00,['Offer_1913861016']
26154,[],Send,2023-01-03 16:00:00+00:00,['Offer_1261151597']
26155,['Application_1466127021'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1913861016', 'Offer_1261151597']"
26156,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1261151597']
26157,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1913861016']
26158,['Application_1885869697'],Create application,2023-01-03 16:00:00+00:00,[]
26159,['Application_1885869697'],Submit,2023-01-03 16:00:00+00:00,[]
26160,['Application_1885869697'],Complete,2023-01-03 16:00:00+00:00,[]
26161,['Application_1885869697'],Accept,2023-01-03 16:00:00+00:00,[]
26162,['Application_1885869697'],Create offer,2023-01-03 16:00:00+00:00,['Offer_711828489']
26163,[],Send,2023-01-03 16:00:00+00:00,['Offer_711828489']
26164,[],Call,2023-01-03 16:00:00+00:00,['Offer_711828489']
26165,['Application_1885869697'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1095095783']
26166,[],Send,2023-01-03 16:00:00+00:00,['Offer_1095095783']
26167,['Application_1885869697'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1095095783', 'Offer_711828489']"
26168,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1095095783']
26169,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_711828489']
26170,['Application_519115732'],Create application,2023-01-03 16:00:00+00:00,[]
26171,['Application_519115732'],Submit,2023-01-03 16:00:00+00:00,[]
26172,['Application_519115732'],Complete,2023-01-03 16:00:00+00:00,[]
26173,['Application_519115732'],Accept,2023-01-03 16:00:00+00:00,[]
26174,['Application_519115732'],Create offer,2023-01-03 16:00:00+00:00,['Offer_580680959']
26175,['Application_519115732'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1253207010']
26176,[],Send,2023-01-03 16:00:00+00:00,['Offer_1253207010']
26177,[],Send,2023-01-03 16:00:00+00:00,['Offer_580680959']
26178,[],Call,2023-01-03 16:00:00+00:00,['Offer_580680959']
26179,['Application_519115732'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_580680959', 'Offer_1253207010']"
26180,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1253207010']
26181,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_580680959']
26182,['Application_2094684535'],Create application,2023-01-03 16:00:00+00:00,[]
26183,['Application_2094684535'],Complete,2023-01-03 16:00:00+00:00,[]
26184,['Application_2094684535'],Accept,2023-01-03 16:00:00+00:00,[]
26185,['Application_2094684535'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1362148635']
26186,['Application_2094684535'],Create offer,2023-01-03 16:00:00+00:00,['Offer_540718209']
26187,[],Send,2023-01-03 16:00:00+00:00,['Offer_540718209']
26188,[],Send,2023-01-03 16:00:00+00:00,['Offer_1362148635']
26189,[],Call,2023-01-03 16:00:00+00:00,['Offer_1362148635']
26190,['Application_2094684535'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_540718209', 'Offer_1362148635']"
26191,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_540718209']
26192,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1362148635']
26221,['Application_778712269'],Create application,2023-01-03 16:00:00+00:00,[]
26222,['Application_778712269'],Submit,2023-01-03 16:00:00+00:00,[]
26223,['Application_778712269'],Complete,2023-01-03 16:00:00+00:00,[]
26224,['Application_778712269'],Accept,2023-01-03 16:00:00+00:00,[]
26225,['Application_778712269'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1433174728']
26226,['Application_778712269'],Create offer,2023-01-03 16:00:00+00:00,['Offer_802687451']
26227,[],Send,2023-01-03 16:00:00+00:00,['Offer_802687451']
26228,[],Send,2023-01-03 16:00:00+00:00,['Offer_1433174728']
26229,[],Call,2023-01-03 16:00:00+00:00,['Offer_1433174728']
26230,['Application_778712269'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_802687451', 'Offer_1433174728']"
26231,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_802687451']
26232,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1433174728']
26263,['Application_2065321001'],Create application,2023-01-03 16:00:00+00:00,[]
26264,['Application_2065321001'],Complete,2023-01-03 16:00:00+00:00,[]
26265,['Application_2065321001'],Accept,2023-01-03 16:00:00+00:00,[]
26266,['Application_2065321001'],Create offer,2023-01-03 16:00:00+00:00,['Offer_2086329497']
26267,[],Send,2023-01-03 16:00:00+00:00,['Offer_2086329497']
26268,[],Call,2023-01-03 16:00:00+00:00,['Offer_2086329497']
26269,['Application_2065321001'],Create offer,2023-01-03 16:00:00+00:00,['Offer_21012904']
26270,[],Send,2023-01-03 16:00:00+00:00,['Offer_21012904']
26271,['Application_2065321001'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_21012904', 'Offer_2086329497']"
26272,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_21012904']
26273,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_2086329497']
26339,['Application_1928935556'],Create application,2023-01-03 16:00:00+00:00,[]
26340,['Application_1928935556'],Submit,2023-01-03 16:00:00+00:00,[]
26341,['Application_1928935556'],Complete,2023-01-03 16:00:00+00:00,[]
26342,['Application_1928935556'],Accept,2023-01-03 16:00:00+00:00,[]
26343,['Application_1928935556'],Create offer,2023-01-03 16:00:00+00:00,['Offer_515942443']
26344,['Application_1928935556'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1310088176']
26345,[],Send,2023-01-03 16:00:00+00:00,['Offer_1310088176']
26346,[],Send,2023-01-03 16:00:00+00:00,['Offer_515942443']
26347,[],Call,2023-01-03 16:00:00+00:00,['Offer_515942443']
26348,['Application_1928935556'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_515942443', 'Offer_1310088176']"
26349,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1310088176']
26350,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_515942443']
26375,['Application_1144806380'],Create application,2023-01-03 16:00:00+00:00,[]
26376,['Application_1144806380'],Complete,2023-01-03 16:00:00+00:00,[]
26377,['Application_1144806380'],Accept,2023-01-03 16:00:00+00:00,[]
26378,['Application_1144806380'],Create offer,2023-01-03 16:00:00+00:00,['Offer_2139413567']
26379,[],Send,2023-01-03 16:00:00+00:00,['Offer_2139413567']
26380,[],Call,2023-01-03 16:00:00+00:00,['Offer_2139413567']
26381,['Application_1144806380'],Create offer,2023-01-03 16:00:00+00:00,['Offer_965605306']
26382,[],Send,2023-01-03 16:00:00+00:00,['Offer_965605306']
26383,['Application_1144806380'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_965605306', 'Offer_2139413567']"
26384,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_965605306']
26385,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_2139413567']
26414,['Application_1568500508'],Create application,2023-01-03 16:00:00+00:00,[]
26415,['Application_1568500508'],Complete,2023-01-03 16:00:00+00:00,[]
26416,['Application_1568500508'],Accept,2023-01-03 16:00:00+00:00,[]
26417,['Application_1568500508'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1453606631']
26418,['Application_1568500508'],Create offer,2023-01-03 16:00:00+00:00,['Offer_962559092']
26419,[],Send,2023-01-03 16:00:00+00:00,['Offer_962559092']
26420,[],Send,2023-01-03 16:00:00+00:00,['Offer_1453606631']
26421,[],Call,2023-01-03 16:00:00+00:00,['Offer_1453606631']
26422,['Application_1568500508'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_962559092', 'Offer_1453606631']"
26423,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_962559092']
26424,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1453606631']
26425,['Application_1770364291'],Create application,2023-01-03 16:00:00+00:00,[]
26426,['Application_1770364291'],Submit,2023-01-03 16:00:00+00:00,[]
26427,['Application_1770364291'],Complete,2023-01-03 16:00:00+00:00,[]
26428,['Application_1770364291'],Accept,2023-01-03 16:00:00+00:00,[]
26429,['Application_1770364291'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1774132193']
26430,[],Send,2023-01-03 16:00:00+00:00,['Offer_1774132193']
26431,[],Call,2023-01-03 16:00:00+00:00,['Offer_1774132193']
26432,['Application_1770364291'],Create offer,2023-01-03 16:00:00+00:00,['Offer_682232843']
26433,[],Send,2023-01-03 16:00:00+00:00,['Offer_682232843']
26434,['Application_1770364291'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1774132193', 'Offer_682232843']"
26435,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_682232843']
26436,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1774132193']
26452,['Application_413339779'],Create application,2023-01-03 16:00:00+00:00,[]
26453,['Application_413339779'],Submit,2023-01-03 16:00:00+00:00,[]
26454,['Application_413339779'],Complete,2023-01-03 16:00:00+00:00,[]
26455,['Application_413339779'],Accept,2023-01-03 16:00:00+00:00,[]
26456,['Application_413339779'],Create offer,2023-01-03 16:00:00+00:00,['Offer_502846328']
26457,['Application_413339779'],Create offer,2023-01-03 16:00:00+00:00,['Offer_243328414']
26458,[],Send,2023-01-03 16:00:00+00:00,['Offer_243328414']
26459,[],Send,2023-01-03 16:00:00+00:00,['Offer_502846328']
26460,[],Call,2023-01-03 16:00:00+00:00,['Offer_502846328']
26461,['Application_413339779'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_243328414', 'Offer_502846328']"
26462,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_243328414']
26463,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_502846328']
26500,['Application_235535721'],Create application,2023-01-03 16:00:00+00:00,[]
26501,['Application_235535721'],Submit,2023-01-03 16:00:00+00:00,[]
26502,['Application_235535721'],Complete,2023-01-03 16:00:00+00:00,[]
26503,['Application_235535721'],Accept,2023-01-03 16:00:00+00:00,[]
26504,['Application_235535721'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1693434339']
26505,[],Send,2023-01-03 16:00:00+00:00,['Offer_1693434339']
26506,[],Call,2023-01-03 16:00:00+00:00,['Offer_1693434339']
26507,['Application_235535721'],Create offer,2023-01-03 16:00:00+00:00,['Offer_139894871']
26508,[],Send,2023-01-03 16:00:00+00:00,['Offer_139894871']
26509,['Application_235535721'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1693434339', 'Offer_139894871']"
26510,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_139894871']
26511,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1693434339']
26512,['Application_775422920'],Create application,2023-01-03 16:00:00+00:00,[]
26513,['Application_775422920'],Submit,2023-01-03 16:00:00+00:00,[]
26514,['Application_775422920'],Complete,2023-01-03 16:00:00+00:00,[]
26515,['Application_775422920'],Accept,2023-01-03 16:00:00+00:00,[]
26516,['Application_775422920'],Create offer,2023-01-03 16:00:00+00:00,['Offer_419239658']
26517,['Application_775422920'],Create offer,2023-01-03 16:00:00+00:00,['Offer_14480054']
26518,[],Send,2023-01-03 16:00:00+00:00,['Offer_14480054']
26519,[],Send,2023-01-03 16:00:00+00:00,['Offer_419239658']
26520,[],Call,2023-01-03 16:00:00+00:00,['Offer_419239658']
26521,['Application_775422920'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_419239658', 'Offer_14480054']"
26522,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_14480054']
26523,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_419239658']
26524,['Application_565667109'],Create application,2023-01-03 16:00:00+00:00,[]
26525,['Application_565667109'],Submit,2023-01-03 16:00:00+00:00,[]
26526,['Application_565667109'],Complete,2023-01-03 16:00:00+00:00,[]
26527,['Application_565667109'],Accept,2023-01-03 16:00:00+00:00,[]
26528,['Application_565667109'],Create offer,2023-01-03 16:00:00+00:00,['Offer_867846964']
26529,['Application_565667109'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1552277801']
26530,[],Send,2023-01-03 16:00:00+00:00,['Offer_1552277801']
26531,[],Send,2023-01-03 16:00:00+00:00,['Offer_867846964']
26532,[],Call,2023-01-03 16:00:00+00:00,['Offer_867846964']
26533,['Application_565667109'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_867846964', 'Offer_1552277801']"
26534,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1552277801']
26535,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_867846964']
26536,['Application_933548333'],Create application,2023-01-03 16:00:00+00:00,[]
26537,['Application_933548333'],Submit,2023-01-03 16:00:00+00:00,[]
26538,['Application_933548333'],Complete,2023-01-03 16:00:00+00:00,[]
26539,['Application_933548333'],Accept,2023-01-03 16:00:00+00:00,[]
26540,['Application_933548333'],Create offer,2023-01-03 16:00:00+00:00,['Offer_621263738']
26541,['Application_933548333'],Create offer,2023-01-03 16:00:00+00:00,['Offer_170770485']
26542,[],Send,2023-01-03 16:00:00+00:00,['Offer_170770485']
26543,[],Send,2023-01-03 16:00:00+00:00,['Offer_621263738']
26544,[],Call,2023-01-03 16:00:00+00:00,['Offer_621263738']
26545,['Application_933548333'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_170770485', 'Offer_621263738']"
26546,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_170770485']
26547,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_621263738']
26548,['Application_1339781817'],Create application,2023-01-03 16:00:00+00:00,[]
26549,['Application_1339781817'],Submit,2023-01-03 16:00:00+00:00,[]
26550,['Application_1339781817'],Complete,2023-01-03 16:00:00+00:00,[]
26551,['Application_1339781817'],Accept,2023-01-03 16:00:00+00:00,[]
26552,['Application_1339781817'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1553690180']
26553,['Application_1339781817'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1288723298']
26554,[],Send,2023-01-03 16:00:00+00:00,['Offer_1288723298']
26555,[],Send,2023-01-03 16:00:00+00:00,['Offer_1553690180']
26556,[],Call,2023-01-03 16:00:00+00:00,['Offer_1553690180']
26557,['Application_1339781817'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1553690180', 'Offer_1288723298']"
26558,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1288723298']
26559,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1553690180']
26560,['Application_1256531358'],Create application,2023-01-03 16:00:00+00:00,[]
26561,['Application_1256531358'],Submit,2023-01-03 16:00:00+00:00,[]
26562,['Application_1256531358'],Complete,2023-01-03 16:00:00+00:00,[]
26563,['Application_1256531358'],Accept,2023-01-03 16:00:00+00:00,[]
26564,['Application_1256531358'],Create offer,2023-01-03 16:00:00+00:00,['Offer_678932272']
26565,['Application_1256531358'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1256944864']
26566,[],Send,2023-01-03 16:00:00+00:00,['Offer_1256944864']
26567,[],Send,2023-01-03 16:00:00+00:00,['Offer_678932272']
26568,[],Call,2023-01-03 16:00:00+00:00,['Offer_678932272']
26569,['Application_1256531358'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1256944864', 'Offer_678932272']"
26570,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1256944864']
26571,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_678932272']
26572,['Application_1116878017'],Create application,2023-01-03 16:00:00+00:00,[]
26573,['Application_1116878017'],Submit,2023-01-03 16:00:00+00:00,[]
26574,['Application_1116878017'],Complete,2023-01-03 16:00:00+00:00,[]
26575,['Application_1116878017'],Accept,2023-01-03 16:00:00+00:00,[]
26576,['Application_1116878017'],Create offer,2023-01-03 16:00:00+00:00,['Offer_400502034']
26577,['Application_1116878017'],Create offer,2023-01-03 16:00:00+00:00,['Offer_750336789']
26578,[],Send,2023-01-03 16:00:00+00:00,['Offer_750336789']
26579,[],Send,2023-01-03 16:00:00+00:00,['Offer_400502034']
26580,[],Call,2023-01-03 16:00:00+00:00,['Offer_400502034']
26581,['Application_1116878017'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_400502034', 'Offer_750336789']"
26582,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_750336789']
26583,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_400502034']
26584,['Application_1905113925'],Create application,2023-01-03 16:00:00+00:00,[]
26585,['Application_1905113925'],Submit,2023-01-03 16:00:00+00:00,[]
26586,['Application_1905113925'],Complete,2023-01-03 16:00:00+00:00,[]
26587,['Application_1905113925'],Accept,2023-01-03 16:00:00+00:00,[]
26588,['Application_1905113925'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1463669147']
26589,['Application_1905113925'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1426701277']
26590,[],Send,2023-01-03 16:00:00+00:00,['Offer_1426701277']
26591,[],Send,2023-01-03 16:00:00+00:00,['Offer_1463669147']
26592,[],Call,2023-01-03 16:00:00+00:00,['Offer_1463669147']
26593,['Application_1905113925'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1463669147', 'Offer_1426701277']"
26594,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1426701277']
26595,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1463669147']
26655,['Application_1071392906'],Create application,2023-01-03 16:00:00+00:00,[]
26656,['Application_1071392906'],Complete,2023-01-03 16:00:00+00:00,[]
26657,['Application_1071392906'],Accept,2023-01-03 16:00:00+00:00,[]
26658,['Application_1071392906'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1283620355']
26659,['Application_1071392906'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1752553794']
26660,[],Send,2023-01-03 16:00:00+00:00,['Offer_1752553794']
26661,[],Send,2023-01-03 16:00:00+00:00,['Offer_1283620355']
26662,[],Call,2023-01-03 16:00:00+00:00,['Offer_1283620355']
26663,['Application_1071392906'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1752553794', 'Offer_1283620355']"
26664,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1752553794']
26665,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1283620355']
26691,['Application_798879962'],Create application,2023-01-03 16:00:00+00:00,[]
26692,['Application_798879962'],Submit,2023-01-03 16:00:00+00:00,[]
26693,['Application_798879962'],Complete,2023-01-03 16:00:00+00:00,[]
26694,['Application_798879962'],Accept,2023-01-03 16:00:00+00:00,[]
26695,['Application_798879962'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1843404230']
26696,['Application_798879962'],Create offer,2023-01-03 16:00:00+00:00,['Offer_44419041']
26697,[],Send,2023-01-03 16:00:00+00:00,['Offer_44419041']
26698,[],Send,2023-01-03 16:00:00+00:00,['Offer_1843404230']
26699,[],Call,2023-01-03 16:00:00+00:00,['Offer_1843404230']
26700,['Application_798879962'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_44419041', 'Offer_1843404230']"
26701,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_44419041']
26702,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1843404230']
26703,['Application_2087006463'],Create application,2023-01-03 16:00:00+00:00,[]
26704,['Application_2087006463'],Complete,2023-01-03 16:00:00+00:00,[]
26705,['Application_2087006463'],Accept,2023-01-03 16:00:00+00:00,[]
26706,['Application_2087006463'],Create offer,2023-01-03 16:00:00+00:00,['Offer_2016167588']
26707,['Application_2087006463'],Create offer,2023-01-03 16:00:00+00:00,['Offer_82467675']
26708,[],Send,2023-01-03 16:00:00+00:00,['Offer_82467675']
26709,[],Send,2023-01-03 16:00:00+00:00,['Offer_2016167588']
26710,[],Call,2023-01-03 16:00:00+00:00,['Offer_2016167588']
26711,['Application_2087006463'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_2016167588', 'Offer_82467675']"
26712,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_82467675']
26713,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_2016167588']
26755,['Application_1963302945'],Create application,2023-01-03 16:00:00+00:00,[]
26756,['Application_1963302945'],Submit,2023-01-03 16:00:00+00:00,[]
26757,['Application_1963302945'],Complete,2023-01-03 16:00:00+00:00,[]
26758,['Application_1963302945'],Accept,2023-01-03 16:00:00+00:00,[]
26759,['Application_1963302945'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1235075218']
26760,['Application_1963302945'],Create offer,2023-01-03 16:00:00+00:00,['Offer_910518394']
26761,[],Send,2023-01-03 16:00:00+00:00,['Offer_910518394']
26762,[],Send,2023-01-03 16:00:00+00:00,['Offer_1235075218']
26763,[],Call,2023-01-03 16:00:00+00:00,['Offer_1235075218']
26764,['Application_1963302945'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_910518394', 'Offer_1235075218']"
26765,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_910518394']
26766,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1235075218']
26767,['Application_1125350344'],Create application,2023-01-03 16:00:00+00:00,[]
26768,['Application_1125350344'],Submit,2023-01-03 16:00:00+00:00,[]
26769,['Application_1125350344'],Complete,2023-01-03 16:00:00+00:00,[]
26770,['Application_1125350344'],Accept,2023-01-03 16:00:00+00:00,[]
26771,['Application_1125350344'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1296199079']
26772,[],Send,2023-01-03 16:00:00+00:00,['Offer_1296199079']
26773,[],Call,2023-01-03 16:00:00+00:00,['Offer_1296199079']
26774,['Application_1125350344'],Create offer,2023-01-03 16:00:00+00:00,['Offer_798032972']
26775,[],Send,2023-01-03 16:00:00+00:00,['Offer_798032972']
26776,['Application_1125350344'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1296199079', 'Offer_798032972']"
26777,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_798032972']
26778,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1296199079']
26893,['Application_399934391'],Create application,2023-01-03 16:00:00+00:00,[]
26894,['Application_399934391'],Submit,2023-01-03 16:00:00+00:00,[]
26895,['Application_399934391'],Complete,2023-01-03 16:00:00+00:00,[]
26896,['Application_399934391'],Accept,2023-01-03 16:00:00+00:00,[]
26897,['Application_399934391'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1472788206']
26898,['Application_399934391'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1300295866']
26899,[],Send,2023-01-03 16:00:00+00:00,['Offer_1300295866']
26900,[],Send,2023-01-03 16:00:00+00:00,['Offer_1472788206']
26901,[],Call,2023-01-03 16:00:00+00:00,['Offer_1472788206']
26902,['Application_399934391'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1300295866', 'Offer_1472788206']"
26903,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1300295866']
26904,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1472788206']
26932,['Application_1644851848'],Create application,2023-01-03 16:00:00+00:00,[]
26933,['Application_1644851848'],Submit,2023-01-03 16:00:00+00:00,[]
26934,['Application_1644851848'],Complete,2023-01-03 16:00:00+00:00,[]
26935,['Application_1644851848'],Accept,2023-01-03 16:00:00+00:00,[]
26936,['Application_1644851848'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1803991722']
26937,['Application_1644851848'],Create offer,2023-01-03 16:00:00+00:00,['Offer_2128235663']
26938,[],Send,2023-01-03 16:00:00+00:00,['Offer_2128235663']
26939,[],Send,2023-01-03 16:00:00+00:00,['Offer_1803991722']
26940,[],Call,2023-01-03 16:00:00+00:00,['Offer_1803991722']
26941,['Application_1644851848'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1803991722', 'Offer_2128235663']"
26942,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_2128235663']
26943,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1803991722']
26991,['Application_1583297793'],Create application,2023-01-03 16:00:00+00:00,[]
26992,['Application_1583297793'],Submit,2023-01-03 16:00:00+00:00,[]
26993,['Application_1583297793'],Complete,2023-01-03 16:00:00+00:00,[]
26994,['Application_1583297793'],Accept,2023-01-03 16:00:00+00:00,[]
26995,['Application_1583297793'],Create offer,2023-01-03 16:00:00+00:00,['Offer_728318688']
26996,['Application_1583297793'],Create offer,2023-01-03 16:00:00+00:00,['Offer_17659508']
26997,[],Send,2023-01-03 16:00:00+00:00,['Offer_17659508']
26998,[],Send,2023-01-03 16:00:00+00:00,['Offer_728318688']
26999,[],Call,2023-01-03 16:00:00+00:00,['Offer_728318688']
27000,['Application_1583297793'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_17659508', 'Offer_728318688']"
27001,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_17659508']
27002,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_728318688']
27015,['Application_319847090'],Create application,2023-01-03 16:00:00+00:00,[]
27016,['Application_319847090'],Submit,2023-01-03 16:00:00+00:00,[]
27017,['Application_319847090'],Complete,2023-01-03 16:00:00+00:00,[]
27018,['Application_319847090'],Accept,2023-01-03 16:00:00+00:00,[]
27019,['Application_319847090'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1791018677']
27020,[],Send,2023-01-03 16:00:00+00:00,['Offer_1791018677']
27021,[],Call,2023-01-03 16:00:00+00:00,['Offer_1791018677']
27022,['Application_319847090'],Create offer,2023-01-03 16:00:00+00:00,['Offer_131735294']
27023,[],Send,2023-01-03 16:00:00+00:00,['Offer_131735294']
27024,['Application_319847090'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1791018677', 'Offer_131735294']"
27025,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_131735294']
27026,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1791018677']
27059,['Application_671639584'],Create application,2023-01-03 16:00:00+00:00,[]
27060,['Application_671639584'],Complete,2023-01-03 16:00:00+00:00,[]
27061,['Application_671639584'],Accept,2023-01-03 16:00:00+00:00,[]
27062,['Application_671639584'],Create offer,2023-01-03 16:00:00+00:00,['Offer_753564487']
27063,[],Send,2023-01-03 16:00:00+00:00,['Offer_753564487']
27064,[],Call,2023-01-03 16:00:00+00:00,['Offer_753564487']
27065,['Application_671639584'],Create offer,2023-01-03 16:00:00+00:00,['Offer_745527270']
27066,[],Send,2023-01-03 16:00:00+00:00,['Offer_745527270']
27067,['Application_671639584'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_753564487', 'Offer_745527270']"
27068,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_745527270']
27069,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_753564487']
27126,['Application_609139308'],Create application,2023-01-03 16:00:00+00:00,[]
27127,['Application_609139308'],Submit,2023-01-03 16:00:00+00:00,[]
27128,['Application_609139308'],Complete,2023-01-03 16:00:00+00:00,[]
27129,['Application_609139308'],Accept,2023-01-03 16:00:00+00:00,[]
27130,['Application_609139308'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1472336607']
